player_id,name,salary,season,season_end,team,career_PTS,career_AST,career_TRB,career_WS,career_PER
abdursh01,Shareef Abdur-Rahim,6600000,2009-10,2010,Sacramento Kings,18.1,2.5,7.5,71.2,19.0
abrinal01,Alex Abrines,5994764,2016-17,2017,Oklahoma City Thunder,5.3,0.5,1.4,5.0,8.8
abrinal01,Alex Abrines,5725000,2017-18,2018,Oklahoma City Thunder,5.3,0.5,1.4,5.0,8.8
ackeral01,Alex Acker,711517,2008-09,2009,Los Angeles Clippers,2.7,0.5,1.0,-0.2,8.5
acyqu01,Quincy Acy,665000,2012-13,2013,Toronto Raptors,4.9,0.6,3.5,8.7,11.2
acyqu01,Quincy Acy,788872,2013-14,2014,Toronto Raptors,4.9,0.6,3.5,8.7,11.2
acyqu01,Quincy Acy,915243,2014-15,2015,New York Knicks,4.9,0.6,3.5,8.7,11.2
acyqu01,Quincy Acy,981348,2015-16,2016,Sacramento Kings,4.9,0.6,3.5,8.7,11.2
acyqu01,Quincy Acy,1914544,2016-17,2017,Brooklyn Nets,4.9,0.6,3.5,8.7,11.2
acyqu01,Quincy Acy,1050961,2016-17,2017,Dallas Mavericks,4.9,0.6,3.5,8.7,11.2
acyqu01,Quincy Acy,1709538,2017-18,2018,Brooklyn Nets,4.9,0.6,3.5,8.7,11.2
adamsha01,Hassan Adams,297163,2008-09,2009,Los Angeles Clippers,2.5,0.2,1.2,0.8,11.8
adamsjo01,Jordan Adams,1344120,2014-15,2015,Memphis Grizzlies,3.2,0.6,0.9,0.4,13.1
adamsjo01,Jordan Adams,1404600,2015-16,2016,Memphis Grizzlies,3.2,0.6,0.9,0.4,13.1
adamsjo01,Jordan Adams,1465080,2016-17,2017,Memphis Grizzlies,3.2,0.6,0.9,0.4,13.1
adamsst01,Steven Adams,2090880,2013-14,2014,Oklahoma City Thunder,9.7,1.0,7.4,38.7,16.7
adamsst01,Steven Adams,2184960,2014-15,2015,Oklahoma City Thunder,9.7,1.0,7.4,38.7,16.7
adamsst01,Steven Adams,2279040,2015-16,2016,Oklahoma City Thunder,9.7,1.0,7.4,38.7,16.7
adamsst01,Steven Adams,3140517,2016-17,2017,Oklahoma City Thunder,9.7,1.0,7.4,38.7,16.7
adamsst01,Steven Adams,22471910,2017-18,2018,Oklahoma City Thunder,9.7,1.0,7.4,38.7,16.7
adebaba01,Bam Adebayo,2490360,2017-18,2018,Miami Heat,8.0,1.9,6.5,11.0,17.0
adrieje01,Jeff Adrien,342666,2010-11,2011,Golden State Warriors,4.6,0.7,4.3,4.4,15.0
adrieje01,Jeff Adrien,270427,2011-12,2012,Houston Rockets,4.6,0.7,4.3,4.4,15.0
adrieje01,Jeff Adrien,804131,2012-13,2013,Charlotte Bobcats,4.6,0.7,4.3,4.4,15.0
adrieje01,Jeff Adrien,916099,2013-14,2014,Charlotte Bobcats,4.6,0.7,4.3,4.4,15.0
adrieje01,Jeff Adrien,981084,2014-15,2015,Houston Rockets,4.6,0.7,4.3,4.4,15.0
afflaar01,Arron Afflalo,1015440,2008-09,2009,Detroit Pistons,10.8,1.8,2.9,33.5,11.9
afflaar01,Arron Afflalo,1086240,2009-10,2010,Denver Nuggets,10.8,1.8,2.9,33.5,11.9
afflaar01,Arron Afflalo,1959577,2010-11,2011,Denver Nuggets,10.8,1.8,2.9,33.5,11.9
afflaar01,Arron Afflalo,7562500,2011-12,2012,Denver Nuggets,10.8,1.8,2.9,33.5,11.9
afflaar01,Arron Afflalo,7750000,2012-13,2013,Orlando Magic,10.8,1.8,2.9,33.5,11.9
afflaar01,Arron Afflalo,7312500,2013-14,2014,Orlando Magic,10.8,1.8,2.9,33.5,11.9
afflaar01,Arron Afflalo,7750000,2014-15,2015,Portland Trail Blazers,10.8,1.8,2.9,33.5,11.9
afflaar01,Arron Afflalo,8000000,2015-16,2016,New York Knicks,10.8,1.8,2.9,33.5,11.9
afflaar01,Arron Afflalo,12500000,2016-17,2017,Sacramento Kings,10.8,1.8,2.9,33.5,11.9
afflaar01,Arron Afflalo,1500000,2017-18,2018,Sacramento Kings,10.8,1.8,2.9,33.5,11.9
afflaar01,Arron Afflalo,1471382,2017-18,2018,Orlando Magic,10.8,1.8,2.9,33.5,11.9
agerma01,Maurice Ager,1042440,2008-09,2009,New Jersey Nets,2.1,0.2,0.6,-0.9,2.8
agerma01,Maurice Ager,83305,2010-11,2011,Minnesota Timberwolves,2.1,0.2,0.6,-0.9,2.8
ahearbl01,Blake Ahearn,125562,2008-09,2009,San Antonio Spurs,4.6,1.2,1.2,-0.2,7.2
ajincal01,Alexis Ajinca,1276320,2008-09,2009,Charlotte Bobcats,5.3,0.5,3.9,7.5,14.9
ajincal01,Alexis Ajinca,1372080,2009-10,2010,Charlotte Bobcats,5.3,0.5,3.9,7.5,14.9
ajincal01,Alexis Ajinca,1467840,2010-11,2011,Toronto Raptors,5.3,0.5,3.9,7.5,14.9
ajincal01,Alexis Ajinca,981084,2014-15,2015,New Orleans Pelicans,5.3,0.5,3.9,7.5,14.9
ajincal01,Alexis Ajinca,4300000,2015-16,2016,New Orleans Pelicans,5.3,0.5,3.9,7.5,14.9
ajincal01,Alexis Ajinca,4600000,2016-17,2017,New Orleans Pelicans,5.3,0.5,3.9,7.5,14.9
ajincal01,Alexis Ajinca,4961798,2017-18,2018,New Orleans Pelicans,5.3,0.5,3.9,7.5,14.9
akognjo01,Josh Akognon,788872,2013-14,2014,Memphis Grizzlies,1.7,0.3,0.3,0.0,15.3
alabiso01,Solomon Alabi,770000,2010-11,2011,Toronto Raptors,1.5,0.2,2.3,0.0,10.3
alabiso01,Solomon Alabi,830000,2011-12,2012,Toronto Raptors,1.5,0.2,2.3,0.0,10.3
aldemfu01,Furkan Aldemir,3000000,2014-15,2015,Philadelphia 76ers,2.3,0.7,4.3,1.4,12.0
aldemfu01,Furkan Aldemir,3000000,2015-16,2016,Philadelphia 76ers,2.3,0.7,4.3,1.4,12.0
aldrico01,Cole Aldrich,2126520,2010-11,2011,Oklahoma City Thunder,3.1,0.5,3.3,9.6,16.6
aldrico01,Cole Aldrich,2286000,2011-12,2012,Oklahoma City Thunder,3.1,0.5,3.3,9.6,16.6
aldrico01,Cole Aldrich,2445480,2012-13,2013,Sacramento Kings,3.1,0.5,3.3,9.6,16.6
aldrico01,Cole Aldrich,981084,2014-15,2015,New York Knicks,3.1,0.5,3.3,9.6,16.6
aldrico01,Cole Aldrich,1100600,2015-16,2016,Los Angeles Clippers,3.1,0.5,3.3,9.6,16.6
aldrico01,Cole Aldrich,7643979,2016-17,2017,Minnesota Timberwolves,3.1,0.5,3.3,9.6,16.6
aldrico01,Cole Aldrich,7300000,2017-18,2018,Minnesota Timberwolves,3.1,0.5,3.3,9.6,16.6
aldrila01,LaMarcus Aldridge,4631400,2008-09,2009,Portland Trail Blazers,19.6,2.0,8.4,107.0,20.9
aldrila01,LaMarcus Aldridge,5844827,2009-10,2010,Portland Trail Blazers,19.6,2.0,8.4,107.0,20.9
aldrila01,LaMarcus Aldridge,11244000,2010-11,2011,Portland Trail Blazers,19.6,2.0,8.4,107.0,20.9
aldrila01,LaMarcus Aldridge,12372000,2011-12,2012,Portland Trail Blazers,19.6,2.0,8.4,107.0,20.9
aldrila01,LaMarcus Aldridge,13500000,2012-13,2013,Portland Trail Blazers,19.6,2.0,8.4,107.0,20.9
aldrila01,LaMarcus Aldridge,14128000,2013-14,2014,Portland Trail Blazers,19.6,2.0,8.4,107.0,20.9
aldrila01,LaMarcus Aldridge,16006000,2014-15,2015,Portland Trail Blazers,19.6,2.0,8.4,107.0,20.9
aldrila01,LaMarcus Aldridge,19500000,2015-16,2016,San Antonio Spurs,19.6,2.0,8.4,107.0,20.9
aldrila01,LaMarcus Aldridge,20575005,2016-17,2017,San Antonio Spurs,19.6,2.0,8.4,107.0,20.9
aldrila01,LaMarcus Aldridge,21461010,2017-18,2018,San Antonio Spurs,19.6,2.0,8.4,107.0,20.9
alexacl01,Cliff Alexander,525093,2015-16,2016,Portland Trail Blazers,1.3,0.0,0.8,0.0,11.6
alexacl01,Cliff Alexander,51449,2016-17,2017,Brooklyn Nets,1.3,0.0,0.8,0.0,11.6
alexajo01,Joe Alexander,2403120,2008-09,2009,Milwaukee Bucks,4.2,0.7,1.8,0.5,9.9
alexajo01,Joe Alexander,2583360,2009-10,2010,Chicago Bulls,4.2,0.7,1.8,0.5,9.9
alexajo01,Joe Alexander,90465,2010-11,2011,New Orleans Hornets,4.2,0.7,1.8,0.5,9.9
allenja01,Jarrett Allen,1713720,2017-18,2018,Brooklyn Nets,9.6,1.0,7.0,11.9,18.1
allenla01,Lavoy Allen,473604,2011-12,2012,Philadelphia 76ers,4.8,1.0,4.8,13.8,12.5
allenla01,Lavoy Allen,3000000,2012-13,2013,Philadelphia 76ers,4.8,1.0,4.8,13.8,12.5
allenla01,Lavoy Allen,3060000,2013-14,2014,Philadelphia 76ers,4.8,1.0,4.8,13.8,12.5
allenla01,Lavoy Allen,948163,2014-15,2015,Indiana Pacers,4.8,1.0,4.8,13.8,12.5
allenla01,Lavoy Allen,3700000,2015-16,2016,Indiana Pacers,4.8,1.0,4.8,13.8,12.5
allenla01,Lavoy Allen,4000000,2016-17,2017,Indiana Pacers,4.8,1.0,4.8,13.8,12.5
allenma01,Malik Allen,1300000,2008-09,2009,Milwaukee Bucks,4.9,0.5,2.8,6.6,9.9
allenma01,Malik Allen,1300000,2009-10,2010,Denver Nuggets,4.9,0.5,2.8,6.6,9.9
allenma01,Malik Allen,1229255,2010-11,2011,Orlando Magic,4.9,0.5,2.8,6.6,9.9
allenra02,Ray Allen,18388430,2008-09,2009,Boston Celtics,18.9,3.4,4.1,145.1,18.6
allenra02,Ray Allen,18776860,2009-10,2010,Boston Celtics,18.9,3.4,4.1,145.1,18.6
allenra02,Ray Allen,10000000,2010-11,2011,Boston Celtics,18.9,3.4,4.1,145.1,18.6
allenra02,Ray Allen,10000000,2011-12,2012,Boston Celtics,18.9,3.4,4.1,145.1,18.6
allenra02,Ray Allen,3090000,2012-13,2013,Miami Heat,18.9,3.4,4.1,145.1,18.6
allenra02,Ray Allen,3229050,2013-14,2014,Miami Heat,18.9,3.4,4.1,145.1,18.6
allento01,Tony Allen,2500000,2008-09,2009,Boston Celtics,8.1,1.3,3.5,38.7,14.2
allento01,Tony Allen,2500000,2009-10,2010,Boston Celtics,8.1,1.3,3.5,38.7,14.2
allento01,Tony Allen,3000000,2010-11,2011,Memphis Grizzlies,8.1,1.3,3.5,38.7,14.2
allento01,Tony Allen,3150000,2011-12,2012,Memphis Grizzlies,8.1,1.3,3.5,38.7,14.2
allento01,Tony Allen,3300000,2012-13,2013,Memphis Grizzlies,8.1,1.3,3.5,38.7,14.2
allento01,Tony Allen,4494382,2013-14,2014,Memphis Grizzlies,8.1,1.3,3.5,38.7,14.2
allento01,Tony Allen,4831461,2014-15,2015,Memphis Grizzlies,8.1,1.3,3.5,38.7,14.2
allento01,Tony Allen,5168539,2015-16,2016,Memphis Grizzlies,8.1,1.3,3.5,38.7,14.2
allento01,Tony Allen,5505618,2016-17,2017,Memphis Grizzlies,8.1,1.3,3.5,38.7,14.2
allento01,Tony Allen,1471382,2017-18,2018,Chicago Bulls,8.1,1.3,3.5,38.7,14.2
almonmo01,Morris Almond,1081440,2008-09,2009,Utah Jazz,3.1,0.3,1.2,0.0,7.0
alstora01,Rafer Alston,4900000,2008-09,2009,Orlando Magic,10.1,4.8,2.8,32.9,13.2
alstora01,Rafer Alston,4300000,2009-10,2010,New Jersey Nets,10.1,4.8,2.8,32.9,13.2
alstora01,Rafer Alston,753133,2009-10,2010,Miami Heat,10.1,4.8,2.8,32.9,13.2
aminual01,Al-Farouq Aminu,2563320,2010-11,2011,Los Angeles Clippers,7.7,1.2,6.1,27.4,12.4
aminual01,Al-Farouq Aminu,2755560,2011-12,2012,New Orleans Hornets,7.7,1.2,6.1,27.4,12.4
aminual01,Al-Farouq Aminu,2947800,2012-13,2013,New Orleans Hornets,7.7,1.2,6.1,27.4,12.4
aminual01,Al-Farouq Aminu,3700000,2013-14,2014,New Orleans Pelicans,7.7,1.2,6.1,27.4,12.4
aminual01,Al-Farouq Aminu,981084,2014-15,2015,Dallas Mavericks,7.7,1.2,6.1,27.4,12.4
aminual01,Al-Farouq Aminu,7500000,2015-16,2016,Portland Trail Blazers,7.7,1.2,6.1,27.4,12.4
aminual01,Al-Farouq Aminu,7680965,2016-17,2017,Portland Trail Blazers,7.7,1.2,6.1,27.4,12.4
aminual01,Al-Farouq Aminu,7319035,2017-18,2018,Portland Trail Blazers,7.7,1.2,6.1,27.4,12.4
amundlo01,Lou Amundson,797581,2008-09,2009,Phoenix Suns,3.7,0.4,3.6,6.9,12.0
amundlo01,Lou Amundson,855189,2009-10,2010,Phoenix Suns,3.7,0.4,3.6,6.9,12.0
amundlo01,Lou Amundson,2225000,2010-11,2011,Golden State Warriors,3.7,0.4,3.6,6.9,12.0
amundlo01,Lou Amundson,2403000,2011-12,2012,Indiana Pacers,3.7,0.4,3.6,6.9,12.0
amundlo01,Lou Amundson,1069509,2012-13,2013,Minnesota Timberwolves,3.7,0.4,3.6,6.9,12.0
amundlo01,Lou Amundson,409167,2014-15,2015,New York Knicks,3.7,0.4,3.6,6.9,12.0
amundlo01,Lou Amundson,1650000,2015-16,2016,New York Knicks,3.7,0.4,3.6,6.9,12.0
amundlo01,Lou Amundson,1551659,2016-17,2017,New York Knicks,3.7,0.4,3.6,6.9,12.0
anderch01,Chris Andersen,998398,2008-09,2009,Denver Nuggets,5.4,0.5,5.0,39.7,16.7
anderch01,Chris Andersen,3650000,2009-10,2010,Denver Nuggets,5.4,0.5,5.0,39.7,16.7
anderch01,Chris Andersen,4533300,2010-11,2011,Denver Nuggets,5.4,0.5,5.0,39.7,16.7
anderch01,Chris Andersen,4234000,2011-12,2012,Denver Nuggets,5.4,0.5,5.0,39.7,16.7
anderch01,Chris Andersen,4526000,2012-13,2013,Denver Nuggets,5.4,0.5,5.0,39.7,16.7
anderch01,Chris Andersen,699952,2012-13,2013,Miami Heat,5.4,0.5,5.0,39.7,16.7
anderch01,Chris Andersen,1399507,2013-14,2014,Miami Heat,5.4,0.5,5.0,39.7,16.7
anderch01,Chris Andersen,5375000,2014-15,2015,Miami Heat,5.4,0.5,5.0,39.7,16.7
anderch01,Chris Andersen,5000000,2015-16,2016,Memphis Grizzlies,5.4,0.5,5.0,39.7,16.7
anderch01,Chris Andersen,1551659,2016-17,2017,Charlotte Hornets,5.4,0.5,5.0,39.7,16.7
anderda03,David Andersen,2300000,2009-10,2010,Houston Rockets,4.9,0.6,2.8,1.5,11.7
anderda03,David Andersen,2500000,2010-11,2011,New Orleans Hornets,4.9,0.6,2.8,1.5,11.7
anderal01,Alan Anderson,885120,2012-13,2013,Toronto Raptors,7.3,1.1,2.2,7.4,10.3
anderal01,Alan Anderson,947907,2013-14,2014,Brooklyn Nets,7.3,1.1,2.2,7.4,10.3
anderal01,Alan Anderson,1276061,2014-15,2015,Brooklyn Nets,7.3,1.1,2.2,7.4,10.3
anderal01,Alan Anderson,4000000,2015-16,2016,Washington Wizards,7.3,1.1,2.2,7.4,10.3
anderal01,Alan Anderson,1315448,2016-17,2017,Los Angeles Clippers,7.3,1.1,2.2,7.4,10.3
anderja01,James Anderson,1361400,2010-11,2011,San Antonio Spurs,5.8,1.2,2.3,3.3,9.9
anderja01,James Anderson,1463520,2011-12,2012,San Antonio Spurs,5.8,1.2,2.3,3.3,9.9
anderja01,James Anderson,472427,2012-13,2013,Houston Rockets,5.8,1.2,2.3,3.3,9.9
anderja01,James Anderson,145749,2012-13,2013,San Antonio Spurs,5.8,1.2,2.3,3.3,9.9
anderja01,James Anderson,916099,2013-14,2014,Philadelphia 76ers,5.8,1.2,2.3,3.3,9.9
anderja01,James Anderson,1015421,2015-16,2016,Sacramento Kings,5.8,1.2,2.3,3.3,9.9
anderju01,Justin Anderson,1449000,2015-16,2016,Dallas Mavericks,5.3,0.7,2.6,4.7,12.9
anderju01,Justin Anderson,1514160,2016-17,2017,Philadelphia 76ers,5.3,0.7,2.6,4.7,12.9
anderju01,Justin Anderson,1579440,2017-18,2018,Philadelphia 76ers,5.3,0.7,2.6,4.7,12.9
anderky01,Kyle Anderson,1093680,2014-15,2015,San Antonio Spurs,5.3,1.9,3.9,15.4,13.5
anderky01,Kyle Anderson,1142879,2015-16,2016,San Antonio Spurs,5.3,1.9,3.9,15.4,13.5
anderky01,Kyle Anderson,1192080,2016-17,2017,San Antonio Spurs,5.3,1.9,3.9,15.4,13.5
anderky01,Kyle Anderson,2151704,2017-18,2018,San Antonio Spurs,5.3,1.9,3.9,15.4,13.5
anderry01,Ryan Anderson,1225200,2008-09,2009,New Jersey Nets,12.4,0.9,5.3,46.7,16.5
anderry01,Ryan Anderson,1317120,2009-10,2010,Orlando Magic,12.4,0.9,5.3,46.7,16.5
anderry01,Ryan Anderson,1409040,2010-11,2011,Orlando Magic,12.4,0.9,5.3,46.7,16.5
anderry01,Ryan Anderson,2244601,2011-12,2012,Orlando Magic,12.4,0.9,5.3,46.7,16.5
anderry01,Ryan Anderson,8700000,2012-13,2013,New Orleans Hornets,12.4,0.9,5.3,46.7,16.5
anderry01,Ryan Anderson,8308500,2013-14,2014,New Orleans Pelicans,12.4,0.9,5.3,46.7,16.5
anderry01,Ryan Anderson,8491500,2014-15,2015,New Orleans Pelicans,12.4,0.9,5.3,46.7,16.5
anderry01,Ryan Anderson,8500000,2015-16,2016,New Orleans Pelicans,12.4,0.9,5.3,46.7,16.5
anderry01,Ryan Anderson,18735364,2016-17,2017,Houston Rockets,12.4,0.9,5.3,46.7,16.5
anderry01,Ryan Anderson,19578455,2017-18,2018,Houston Rockets,12.4,0.9,5.3,46.7,16.5
anigbik01,Ike Anigbogu,950000,2017-18,2018,Indiana Pacers,0.9,0.1,0.9,0.0,17.0
antetgi01,Giannis Antetokounmpo,1792560,2013-14,2014,Milwaukee Bucks,18.8,4.1,8.3,53.2,21.9
antetgi01,Giannis Antetokounmpo,1873200,2014-15,2015,Milwaukee Bucks,18.8,4.1,8.3,53.2,21.9
antetgi01,Giannis Antetokounmpo,1953960,2015-16,2016,Milwaukee Bucks,18.8,4.1,8.3,53.2,21.9
antetgi01,Giannis Antetokounmpo,2995421,2016-17,2017,Milwaukee Bucks,18.8,4.1,8.3,53.2,21.9
antetgi01,Giannis Antetokounmpo,22471910,2017-18,2018,Milwaukee Bucks,18.8,4.1,8.3,53.2,21.9
antetth01,Thanasis Antetokounmpo,105888,2015-16,2016,New York Knicks,3.0,0.0,0.5,0.0,32.9
anthoca01,Carmelo Anthony,14410581,2008-09,2009,Denver Nuggets,24.0,3.0,6.5,101.0,20.3
anthoca01,Carmelo Anthony,15779912,2009-10,2010,Denver Nuggets,24.0,3.0,6.5,101.0,20.3
anthoca01,Carmelo Anthony,17149243,2010-11,2011,New York Knicks,24.0,3.0,6.5,101.0,20.3
anthoca01,Carmelo Anthony,18518574,2011-12,2012,New York Knicks,24.0,3.0,6.5,101.0,20.3
anthoca01,Carmelo Anthony,19450000,2012-13,2013,New York Knicks,24.0,3.0,6.5,101.0,20.3
anthoca01,Carmelo Anthony,22407474,2013-14,2014,New York Knicks,24.0,3.0,6.5,101.0,20.3
anthoca01,Carmelo Anthony,22458000,2014-15,2015,New York Knicks,24.0,3.0,6.5,101.0,20.3
anthoca01,Carmelo Anthony,22875000,2015-16,2016,New York Knicks,24.0,3.0,6.5,101.0,20.3
anthoca01,Carmelo Anthony,24559380,2016-17,2017,New York Knicks,24.0,3.0,6.5,101.0,20.3
anthoca01,Carmelo Anthony,26243760,2017-18,2018,Oklahoma City Thunder,24.0,3.0,6.5,101.0,20.3
anthojo01,Joel Anthony,711517,2008-09,2009,Miami Heat,2.2,0.2,2.8,15.3,9.7
anthojo01,Joel Anthony,825497,2009-10,2010,Miami Heat,2.2,0.2,2.8,15.3,9.7
anthojo01,Joel Anthony,3300000,2010-11,2011,Miami Heat,2.2,0.2,2.8,15.3,9.7
anthojo01,Joel Anthony,3600000,2011-12,2012,Miami Heat,2.2,0.2,2.8,15.3,9.7
anthojo01,Joel Anthony,3750000,2012-13,2013,Miami Heat,2.2,0.2,2.8,15.3,9.7
anthojo01,Joel Anthony,3800000,2013-14,2014,Miami Heat,2.2,0.2,2.8,15.3,9.7
anthojo01,Joel Anthony,3800000,2014-15,2015,Detroit Pistons,2.2,0.2,2.8,15.3,9.7
anthojo01,Joel Anthony,2500000,2015-16,2016,Detroit Pistons,2.2,0.2,2.8,15.3,9.7
anthojo01,Joel Anthony,663810,2016-17,2017,San Antonio Spurs,2.2,0.2,2.8,15.3,9.7
anticpe01,Pero Antic,1250000,2014-15,2015,Atlanta Hawks,6.3,0.9,3.5,3.0,10.6
anunoog01,OG Anunoby,1645200,2017-18,2018,Toronto Raptors,6.4,0.7,2.7,5.0,9.9
applike01,Keith Appling,161776,2015-16,2016,Orlando Magic,1.2,0.2,0.2,-0.1,-4.8
arenagi01,Gilbert Arenas,14653466,2008-09,2009,Washington Wizards,20.7,5.3,3.9,51.3,19.6
arenagi01,Gilbert Arenas,16192080,2009-10,2010,Washington Wizards,20.7,5.3,3.9,51.3,19.6
arenagi01,Gilbert Arenas,17730694,2010-11,2011,Orlando Magic,20.7,5.3,3.9,51.3,19.6
arenagi01,Gilbert Arenas,19269307,2011-12,2012,Orlando Magic,20.7,5.3,3.9,51.3,19.6
arenagi01,Gilbert Arenas,20807922,2012-13,2013,Orlando Magic,20.7,5.3,3.9,51.3,19.6
arizatr01,Trevor Ariza,3100000,2008-09,2009,Los Angeles Lakers,10.7,2.2,4.8,60.0,13.3
arizatr01,Trevor Ariza,5854000,2009-10,2010,Houston Rockets,10.7,2.2,4.8,60.0,13.3
arizatr01,Trevor Ariza,6322320,2010-11,2011,New Orleans Hornets,10.7,2.2,4.8,60.0,13.3
arizatr01,Trevor Ariza,6790640,2011-12,2012,New Orleans Hornets,10.7,2.2,4.8,60.0,13.3
arizatr01,Trevor Ariza,7258960,2012-13,2013,Washington Wizards,10.7,2.2,4.8,60.0,13.3
arizatr01,Trevor Ariza,7727280,2013-14,2014,Washington Wizards,10.7,2.2,4.8,60.0,13.3
arizatr01,Trevor Ariza,8579089,2014-15,2015,Houston Rockets,10.7,2.2,4.8,60.0,13.3
arizatr01,Trevor Ariza,8193030,2015-16,2016,Houston Rockets,10.7,2.2,4.8,60.0,13.3
arizatr01,Trevor Ariza,7806971,2016-17,2017,Houston Rockets,10.7,2.2,4.8,60.0,13.3
arizatr01,Trevor Ariza,7420912,2017-18,2018,Houston Rockets,10.7,2.2,4.8,60.0,13.3
armsthi01,Hilton Armstrong,2032800,2008-09,2009,New Orleans Hornets,3.0,0.3,2.6,3.9,9.9
armsthi01,Hilton Armstrong,2801198,2009-10,2010,Houston Rockets,3.0,0.3,2.6,3.9,9.9
armsthi01,Hilton Armstrong,992680,2010-11,2011,Atlanta Hawks,3.0,0.3,2.6,3.9,9.9
arroyca01,Carlos Arroyo,1107572,2009-10,2010,Miami Heat,6.6,3.1,1.7,20.1,13.4
arroyca01,Carlos Arroyo,1223166,2010-11,2011,Miami Heat,6.6,3.1,1.7,20.1,13.4
arthuda01,Darrell Arthur,977160,2008-09,2009,Memphis Grizzlies,6.5,0.8,3.5,12.3,12.2
arthuda01,Darrell Arthur,1050480,2009-10,2010,Memphis Grizzlies,6.5,0.8,3.5,12.3,12.2
arthuda01,Darrell Arthur,1123680,2010-11,2011,Memphis Grizzlies,6.5,0.8,3.5,12.3,12.2
arthuda01,Darrell Arthur,2027119,2011-12,2012,Memphis Grizzlies,6.5,0.8,3.5,12.3,12.2
arthuda01,Darrell Arthur,3006217,2012-13,2013,Memphis Grizzlies,6.5,0.8,3.5,12.3,12.2
arthuda01,Darrell Arthur,3231683,2013-14,2014,Denver Nuggets,6.5,0.8,3.5,12.3,12.2
arthuda01,Darrell Arthur,3457149,2014-15,2015,Denver Nuggets,6.5,0.8,3.5,12.3,12.2
arthuda01,Darrell Arthur,2814000,2015-16,2016,Denver Nuggets,6.5,0.8,3.5,12.3,12.2
arthuda01,Darrell Arthur,8070175,2016-17,2017,Denver Nuggets,6.5,0.8,3.5,12.3,12.2
arthuda01,Darrell Arthur,7464912,2017-18,2018,Denver Nuggets,6.5,0.8,3.5,12.3,12.2
asikom01,Omer Asik,1721000,2010-11,2011,Chicago Bulls,5.3,0.6,7.1,20.9,13.4
asikom01,Omer Asik,1857500,2011-12,2012,Chicago Bulls,5.3,0.6,7.1,20.9,13.4
asikom01,Omer Asik,8374646,2012-13,2013,Houston Rockets,5.3,0.6,7.1,20.9,13.4
asikom01,Omer Asik,8374646,2013-14,2014,Houston Rockets,5.3,0.6,7.1,20.9,13.4
asikom01,Omer Asik,8374646,2014-15,2015,New Orleans Pelicans,5.3,0.6,7.1,20.9,13.4
asikom01,Omer Asik,11000000,2015-16,2016,New Orleans Pelicans,5.3,0.6,7.1,20.9,13.4
asikom01,Omer Asik,9904494,2016-17,2017,New Orleans Pelicans,5.3,0.6,7.1,20.9,13.4
asikom01,Omer Asik,10595505,2017-18,2018,Chicago Bulls,5.3,0.6,7.1,20.9,13.4
atkinch01,Chucky Atkins,3240000,2008-09,2009,Oklahoma City Thunder,9.9,3.4,1.7,27.9,13.1
atkinch01,Chucky Atkins,1306455,2009-10,2010,Detroit Pistons,9.9,3.4,1.7,27.9,13.1
atkinch01,Chucky Atkins,760000,2009-10,2010,Minnesota Timberwolves,9.9,3.4,1.7,27.9,13.1
augusdj01,D.J. Augustin,2208960,2008-09,2009,Charlotte Bobcats,9.8,4.0,1.9,41.9,14.2
augusdj01,D.J. Augustin,2385480,2009-10,2010,Charlotte Bobcats,9.8,4.0,1.9,41.9,14.2
augusdj01,D.J. Augustin,2540400,2010-11,2011,Charlotte Bobcats,9.8,4.0,1.9,41.9,14.2
augusdj01,D.J. Augustin,3236470,2011-12,2012,Charlotte Bobcats,9.8,4.0,1.9,41.9,14.2
augusdj01,D.J. Augustin,3500000,2012-13,2013,Indiana Pacers,9.8,4.0,1.9,41.9,14.2
augusdj01,D.J. Augustin,1267000,2013-14,2014,Toronto Raptors,9.8,4.0,1.9,41.9,14.2
augusdj01,D.J. Augustin,3000000,2014-15,2015,Oklahoma City Thunder,9.8,4.0,1.9,41.9,14.2
augusdj01,D.J. Augustin,3000000,2015-16,2016,Denver Nuggets,9.8,4.0,1.9,41.9,14.2
augusdj01,D.J. Augustin,7250000,2016-17,2017,Orlando Magic,9.8,4.0,1.9,41.9,14.2
augusdj01,D.J. Augustin,7250000,2017-18,2018,Orlando Magic,9.8,4.0,1.9,41.9,14.2
ayongu01,Gustavo Ayon,1567500,2011-12,2012,New Orleans Hornets,4.7,1.3,4.4,5.1,14.7
ayongu01,Gustavo Ayon,1500000,2012-13,2013,Milwaukee Bucks,4.7,1.3,4.4,5.1,14.7
ayongu01,Gustavo Ayon,1500000,2013-14,2014,Atlanta Hawks,4.7,1.3,4.4,5.1,14.7
pendeje02,Jeff Ayres,457588,2009-10,2010,Portland Trail Blazers,2.9,0.4,2.7,6.3,12.4
pendeje02,Jeff Ayres,1500000,2011-12,2012,Indiana Pacers,2.9,0.4,2.7,6.3,12.4
pendeje02,Jeff Ayres,1500000,2012-13,2013,Indiana Pacers,2.9,0.4,2.7,6.3,12.4
pendeje02,Jeff Ayres,1750000,2013-14,2014,San Antonio Spurs,2.9,0.4,2.7,6.3,12.4
pendeje02,Jeff Ayres,1828750,2014-15,2015,San Antonio Spurs,2.9,0.4,2.7,6.3,12.4
pendeje02,Jeff Ayres,317232,2015-16,2016,Los Angeles Clippers,2.9,0.4,2.7,6.3,12.4
